age,workclass,education,education_num,marital_status,occupation,sex,hours_per_week
47,57,5,4,41,9,39,60
26,57,12,12,44,69,39,45
31,57,14,10,11,9,39,40
33,57,15,13,44,16,19,40
29,57,15,13,41,58,39,40
25,67,15,13,44,59,39,40
32,57,10,9,41,9,39,40
39,57,6,5,41,71,39,25
25,57,12,12,41,61,39,40
33,57,10,9,44,38,19,40
40,57,15,13,41,0,39,40
30,57,12,12,65,49,19,40
31,63,17,16,44,58,39,40
39,57,10,9,41,49,39,42
60,57,13,11,41,9,39,60
48,57,14,10,11,16,19,38
28,67,16,14,41,16,39,40
43,57,14,10,44,16,19,50
22,57,10,9,44,61,19,40
44,57,10,9,11,25,19,48
31,57,10,9,41,49,39,52
42,57,14,10,44,38,19,40
38,57,10,9,44,49,19,30
33,57,16,14,41,69,39,50
38,57,10,9,44,49,19,24
34,57,8,7,41,71,39,50
33,57,14,10,65,0,19,40
63,57,5,4,41,61,39,40
39,67,15,13,44,16,19,40
26,37,15,13,44,58,39,38
45,67,14,10,44,0,19,40
24,18,10,9,44,2,39,40
57,57,12,12,11,58,19,40
60,57,10,9,41,49,19,40
38,57,16,14,41,58,39,25
30,57,15,13,44,58,39,50
23,57,10,9,44,9,39,40
39,37,15,13,65,58,39,30
31,18,13,11,44,58,39,40
33,57,10,9,42,61,39,20
32,64,10,9,41,61,39,40
29,57,13,11,44,16,19,50
17,57,6,5,44,49,19,35
67,64,15,13,41,71,39,40
27,57,10,9,41,38,39,50
19,57,10,9,44,9,39,40
23,57,9,8,41,25,39,40
24,57,14,10,44,49,19,30
27,57,14,10,44,49,19,40
50,18,16,14,44,16,19,50
35,64,15,13,11,16,19,55
43,57,14,10,41,38,39,40
62,57,10,9,41,58,39,40
66,57,7,6,77,71,19,11
50,57,13,11,41,49,39,40
32,57,10,9,44,49,19,40
55,57,10,9,11,16,19,60
49,64,14,10,41,17,39,60
47,63,10,9,41,16,39,42
31,57,8,7,44,0,19,48
34,67,16,14,44,58,19,24
22,57,7,6,44,71,39,84
38,63,10,9,41,16,39,65
36,57,10,9,44,49,39,35
45,57,10,9,44,25,19,40
36,64,10,9,41,9,39,35
22,57,14,10,44,0,39,40
28,57,10,9,44,49,19,40
33,37,14,10,41,59,39,40
25,37,15,13,44,58,19,40
21,57,7,6,41,17,39,70
32,57,15,13,41,16,39,40
41,64,15,13,11,16,19,40
27,57,14,10,41,61,39,50
17,57,8,7,44,58,39,40
66,57,10,9,41,61,39,40
38,57,10,9,41,71,39,40
45,64,14,10,44,17,39,75
43,57,14,10,11,16,19,40
25,57,14,10,44,69,19,40
36,57,15,13,44,58,19,35
42,64,10,9,41,16,39,50
46,57,10,9,41,9,39,40
66,63,5,4,41,16,39,50
21,57,10,9,44,9,39,40
35,57,14,10,44,61,39,40
44,57,13,11,41,16,39,40
44,57,5,4,41,25,39,50
41,37,16,14,41,58,39,38
59,57,14,10,41,0,19,40
29,57,10,9,44,0,39,40
22,57,14,10,44,61,39,24
24,57,14,10,44,49,39,20
50,57,14,10,44,49,39,32
66,64,5,4,77,17,39,50
51,37,8,7,41,25,39,40
58,64,14,10,41,17,39,35
27,57,14,10,44,16,19,65
54,57,14,10,65,16,19,40
59,57,14,10,44,0,19,34
36,57,10,9,11,0,19,40
64,57,8,7,77,17,19,40
38,57,10,9,41,9,39,40
39,57,10,9,41,38,19,40
18,57,10,9,44,49,39,36
29,57,10,9,44,49,39,38
22,57,14,10,44,0,19,40
38,57,10,9,44,0,19,38
19,57,10,9,44,0,19,35
48,37,14,10,41,16,39,40
30,57,13,11,44,9,39,40
32,57,13,11,41,71,39,40
41,67,17,16,41,58,39,50
25,57,10,9,42,16,39,45
34,57,12,12,11,38,39,40
23,57,14,10,44,9,39,44
25,57,16,14,44,16,19,43
53,57,10,9,41,9,39,40
30,57,10,9,44,25,19,40
41,67,15,13,41,58,19,48
47,57,15,13,11,9,39,40
28,57,14,10,44,49,19,50
43,67,10,9,11,16,19,40
30,57,10,9,42,0,39,40
43,57,10,9,44,9,39,45
40,57,15,13,11,0,19,35
34,57,14,10,41,9,39,40
47,67,17,16,41,58,39,40
47,57,15,13,41,58,39,50
74,64,10,9,41,61,39,40
34,57,15,13,41,16,39,50
48,57,10,9,44,16,19,50
34,57,13,11,41,9,39,32
25,57,14,10,44,49,39,42
38,57,13,11,41,58,39,42
47,57,15,13,41,16,39,45
35,64,6,5,41,9,39,50
43,57,15,13,11,61,19,50
29,37,14,10,44,16,39,40
42,57,5,4,41,9,39,40
35,57,10,9,40,49,19,40
54,57,15,13,41,16,39,50
19,57,14,10,44,0,19,25
22,57,14,10,44,49,19,25
31,57,10,9,65,49,19,40
44,57,16,14,41,16,39,35
35,64,16,14,41,61,39,40
17,57,7,6,44,17,39,40
50,63,10,9,41,17,39,50
29,57,10,9,41,9,39,40
25,57,14,10,44,0,39,40
60,57,10,9,41,9,39,40
29,57,15,13,41,9,39,30
20,57,10,9,44,49,19,30
31,57,7,6,41,38,39,40
54,57,10,9,44,0,19,40
46,18,8,7,77,0,19,40
40,18,14,10,11,0,19,50
28,57,10,9,44,49,19,48
26,57,15,13,44,61,19,55
29,57,10,9,41,71,39,40
61,37,10,9,41,17,39,48
35,57,12,12,41,69,39,40
24,57,10,9,41,38,39,40
49,57,15,13,44,69,19,40
26,57,15,13,44,17,39,40
30,37,16,14,41,58,39,45
45,64,15,13,41,9,39,20
35,64,10,9,11,61,39,50
60,57,15,13,11,58,19,42
63,64,13,11,41,49,39,45
70,57,10,9,77,0,19,5
39,57,10,9,41,9,19,45
35,57,14,10,41,16,39,58
45,57,10,9,65,38,19,40
59,64,10,9,41,61,39,60
56,57,10,9,41,38,39,40
28,57,15,13,41,49,39,40
40,57,14,10,11,71,39,40
60,57,14,10,41,59,39,16
19,64,14,10,44,49,19,22
22,57,10,9,44,25,39,20
56,57,5,4,41,9,39,40
71,57,5,4,77,71,39,10
25,57,8,7,44,0,19,40
43,37,16,14,41,58,39,40
22,57,14,10,44,0,19,25
33,57,10,9,11,0,19,45
23,57,15,13,44,16,19,38
31,57,15,13,44,58,39,40
29,57,14,10,41,16,39,40
31,57,8,7,44,9,39,40
55,57,5,4,41,71,39,50
25,67,10,9,41,59,39,35
32,57,13,11,41,9,39,40
28,57,13,11,44,0,19,45
61,57,10,9,41,59,39,40
47,18,15,13,41,59,39,50
37,57,14,10,44,0,19,60
33,57,2,2,42,56,19,40
56,57,10,9,41,71,39,50
18,57,8,7,44,9,39,20
38,57,14,10,11,0,19,30
24,57,15,13,44,16,39,40
33,57,11,15,44,58,39,42
37,57,10,9,41,9,39,40
42,37,15,13,41,59,39,42
28,57,14,10,11,69,39,24
21,57,14,10,44,71,39,50
28,57,10,9,44,25,39,48
19,57,14,10,44,0,19,38
22,57,14,10,44,59,19,20
31,57,14,10,41,25,39,45
19,57,14,10,44,49,19,30
21,57,14,10,44,49,39,15
51,57,15,13,41,61,39,40
45,18,14,10,41,58,39,40
35,64,11,15,41,58,39,50
58,57,6,5,11,17,39,40
31,57,12,12,41,9,39,40
34,57,14,10,41,25,39,50
23,57,10,9,44,0,19,40
24,57,1,1,44,17,39,36
53,57,10,9,11,0,19,40
32,57,14,10,11,0,39,48
28,57,13,11,11,58,19,40
53,57,7,6,11,9,39,40
45,57,15,13,41,16,39,60
45,37,8,7,41,49,39,50
43,63,6,5,44,61,19,44
31,67,16,14,44,0,39,25
45,18,15,13,41,16,39,50
44,57,10,9,41,71,39,40
43,63,14,10,41,16,39,70
62,57,7,6,11,58,19,40
32,37,10,9,41,59,39,43
22,57,13,11,44,0,19,37
53,57,6,5,44,9,39,40
17,63,7,6,44,49,39,4
31,57,10,9,11,58,19,40
19,57,8,7,44,9,39,56
29,57,7,6,41,9,39,40
54,63,10,9,41,9,39,40
39,57,17,16,11,58,19,80
41,37,14,10,41,71,19,25
18,57,9,8,44,61,19,20
21,57,12,12,44,61,19,32
58,57,7,6,41,49,19,8
39,57,12,12,41,69,39,40
40,57,10,9,41,17,39,40
48,57,10,9,11,0,19,37
64,57,10,9,11,49,19,15
35,18,14,10,44,49,19,40
41,57,14,10,41,71,39,48
49,57,14,10,11,49,39,40
30,57,10,9,65,49,19,36
57,57,10,9,41,49,39,48
22,57,8,7,44,0,39,40
23,37,10,9,11,0,19,40
26,64,12,12,44,9,39,40
47,57,16,14,11,69,39,40
30,57,12,12,44,38,19,40
25,67,14,10,41,59,39,40
40,57,10,9,41,9,39,56
44,57,14,10,11,38,39,50
37,64,10,9,41,71,39,30
55,64,10,9,41,17,39,30
28,18,12,12,41,0,39,60
29,57,10,9,41,38,39,40
54,57,1,1,41,17,39,60
31,57,14,10,11,9,39,80
34,57,15,13,44,61,39,45
18,57,9,8,44,49,19,20
53,37,16,14,41,0,39,38
27,57,10,9,44,71,39,60
65,64,13,11,41,17,39,25
43,57,6,5,11,25,19,40
24,57,10,9,44,25,19,40
37,57,9,8,11,9,39,35
46,67,14,10,44,16,19,40
19,57,14,10,44,25,39,25
19,57,10,9,44,49,19,40
34,57,10,9,11,59,39,45
20,67,14,10,41,49,39,40
59,64,5,4,41,61,39,85
25,57,14,10,44,58,19,8
19,57,6,5,44,9,39,60
55,57,10,9,11,0,39,25
54,57,14,10,41,58,19,40
27,57,10,9,44,25,39,35
29,57,14,10,41,0,19,40
19,57,10,9,44,0,19,25
41,37,14,10,44,58,39,7
25,57,14,10,41,0,19,40
43,57,10,9,40,9,19,42
29,57,14,10,41,0,19,40
17,57,8,7,44,61,19,15
38,67,16,14,44,58,19,40
59,57,17,16,41,58,39,50
23,57,10,9,44,25,39,40
22,57,12,12,44,61,19,25
35,57,10,9,41,25,39,60
23,57,15,13,44,0,19,30
33,67,10,9,41,59,39,37
27,57,9,8,44,38,39,45
30,57,14,10,44,38,19,40
54,57,14,10,77,9,19,50
63,57,14,10,41,61,39,40
45,57,14,10,11,61,19,55
25,57,15,13,41,58,19,32
32,57,15,13,44,16,39,40
29,57,12,12,44,0,19,40
45,57,10,9,65,61,19,40
37,57,12,12,41,9,39,55
56,57,7,6,41,61,39,40
27,57,10,9,11,69,19,45
33,57,7,6,41,9,39,40
23,57,10,9,41,9,39,45
76,57,3,3,44,25,39,20
25,57,13,11,44,0,19,40
22,57,15,13,44,0,39,40
35,57,10,9,41,17,39,40
45,18,15,13,41,25,39,40
34,57,10,9,11,0,19,40
46,57,8,7,65,38,19,40
35,57,10,9,11,49,19,30
51,57,15,13,41,25,39,40
63,57,5,4,41,49,39,40
68,57,5,4,77,38,19,10
42,64,10,9,65,49,19,22
42,57,14,10,41,9,39,60
40,37,10,9,44,0,19,35
43,57,14,10,41,9,39,40
38,57,10,9,41,25,39,40
37,37,14,10,11,0,19,40
44,57,10,9,41,49,39,25
37,18,14,10,44,0,39,40
32,37,14,10,41,59,19,40
62,64,15,13,41,58,39,60
33,18,14,10,11,49,39,40
35,57,8,7,11,9,39,40
34,57,14,10,11,0,19,50
19,57,8,7,44,56,19,35
57,57,14,10,41,9,39,40
19,57,14,10,44,0,19,15
25,64,14,10,44,38,39,40
45,57,14,10,11,16,19,40
34,57,12,12,11,58,19,40
51,57,16,14,44,58,39,55
69,57,16,14,41,58,39,25
45,57,10,9,11,9,39,40
24,57,14,10,41,9,39,56
43,57,10,9,41,9,39,40
31,57,2,2,41,38,39,40
50,18,14,10,41,16,39,40
21,57,14,10,44,61,39,24
58,63,14,10,41,71,19,40
39,57,10,9,41,71,39,55
26,57,10,9,44,9,39,40
30,63,13,11,41,61,39,35
42,57,15,13,41,16,39,40
23,57,15,13,44,0,19,40
26,57,14,10,41,0,39,40
44,18,13,11,41,9,39,40
38,57,15,13,41,58,39,45
42,57,10,9,11,49,19,30
23,37,10,9,44,17,39,40
37,57,12,12,41,17,39,40
43,37,16,14,44,58,39,38
30,57,10,9,11,0,19,40
38,57,11,15,41,58,39,40
24,57,10,9,44,38,39,45
19,57,10,9,44,49,39,20
34,57,13,11,44,0,19,40
35,57,10,9,41,61,39,40
24,57,10,9,44,9,39,60
39,18,15,13,11,16,19,40
19,57,10,9,44,0,19,30
20,57,14,10,44,61,19,30
65,64,15,13,41,61,39,15
51,57,7,6,44,17,39,40
31,57,10,9,44,0,19,40
50,57,10,9,44,69,39,15
63,63,10,9,41,16,39,40
37,64,15,13,11,69,39,15
21,57,14,10,44,61,19,20
44,57,10,9,41,9,39,41
58,57,3,3,41,38,39,40
42,57,14,10,11,0,19,40
43,57,14,10,11,38,19,38
21,64,10,9,41,9,39,40
40,57,13,11,11,9,39,50
25,57,15,13,44,61,39,40
51,57,10,9,11,61,19,43
21,57,5,4,44,17,39,40
49,57,7,6,11,38,39,40
31,57,10,9,44,49,19,40
37,57,14,10,44,16,19,40
31,67,14,10,41,9,39,35
38,67,17,16,41,58,39,55
45,18,15,13,44,0,39,55
35,57,10,9,11,9,39,40
22,67,12,12,44,0,39,40
64,57,10,9,11,56,19,50
29,57,13,11,41,38,39,40
52,57,5,4,11,38,19,64
34,57,14,10,41,38,39,40
33,64,15,13,41,61,39,45
55,57,14,10,65,16,19,10
45,57,10,9,41,9,39,40
43,57,10,9,41,16,39,44
59,57,14,10,41,61,39,40
31,18,10,9,41,0,39,40
59,57,9,8,11,71,39,35
30,57,10,9,44,0,19,24
38,63,12,12,11,16,39,45
41,57,15,13,41,71,39,48
20,57,10,9,44,0,19,40
22,57,12,12,44,49,19,35
38,57,13,11,44,58,19,39
19,57,9,8,44,61,19,18
63,57,7,6,65,38,39,40
35,57,10,9,41,9,39,40
17,57,9,8,44,49,19,8
60,67,10,9,77,0,19,35
29,57,6,5,44,38,39,40
57,18,14,10,11,0,39,40
51,57,10,9,41,9,39,40
31,57,10,9,44,49,19,30
19,67,8,7,44,49,39,30
28,57,10,9,44,49,39,40
19,57,14,10,44,0,19,20
57,57,16,14,41,69,39,40
33,57,10,9,44,9,39,40
61,63,14,10,41,61,39,40
39,57,14,10,11,25,39,40
55,57,15,13,77,17,39,40
55,57,10,9,11,61,19,40
33,57,14,10,44,16,39,40
22,57,7,6,44,9,39,30
45,57,14,10,41,9,39,40
32,57,14,10,41,0,39,50
23,57,14,10,41,16,19,40
40,63,15,13,65,9,39,50
41,57,10,9,41,9,39,40
39,57,15,13,41,16,39,60
58,57,6,5,11,49,19,40
21,57,14,10,44,25,39,12
22,57,10,9,44,9,39,41
21,57,14,10,44,49,39,20
43,57,10,9,44,49,39,40
40,57,15,13,41,16,39,50
51,57,10,9,41,9,39,40
27,57,14,10,44,38,39,40
64,57,16,14,44,58,19,8
33,67,10,9,41,49,39,40
50,37,15,13,41,58,19,40
25,57,15,13,44,16,39,50
73,64,10,9,41,16,39,40
52,57,10,9,65,0,19,40
39,57,10,9,44,17,39,12
64,37,6,5,44,0,39,40
36,57,10,9,41,38,39,40
25,57,15,13,44,61,19,16
47,57,15,13,44,16,39,40
63,57,14,10,77,49,19,40
35,57,10,9,41,9,39,40
31,37,11,15,41,58,39,40
34,57,16,14,41,58,39,55
47,57,10,9,41,71,39,60
19,57,14,10,44,56,19,40
47,57,10,9,41,9,39,56
34,57,9,8,44,0,19,40
39,57,5,4,42,38,19,40
18,64,10,9,44,17,39,40
29,57,14,10,41,16,19,40
32,57,10,9,44,49,19,40
48,57,16,14,41,58,39,40
54,63,10,9,41,61,39,50
40,37,15,13,11,58,19,70
36,57,10,9,65,0,19,40
50,57,10,9,41,71,39,40
55,57,14,10,44,0,19,36
40,57,10,9,44,49,19,40
44,57,10,9,11,0,19,40
20,18,14,10,44,59,39,40
61,57,14,10,41,49,39,6
56,57,6,5,11,9,19,40
43,57,9,8,41,0,39,40
51,57,10,9,41,38,39,40
27,67,15,13,44,58,39,50
36,57,13,11,41,61,39,50
23,57,15,13,44,61,39,48
39,57,13,11,65,0,39,40
57,57,10,9,41,49,39,78
56,37,14,10,77,0,19,40
51,57,16,14,41,58,39,38
33,57,10,9,11,0,19,40
33,37,12,12,11,59,39,56
29,57,7,6,41,17,19,40
31,57,14,10,44,16,39,40
39,57,14,10,11,61,39,45
25,57,10,9,44,0,19,40
28,57,12,12,44,61,39,20
39,57,14,10,11,61,19,40
45,63,10,9,41,49,39,40
43,57,3,3,11,56,19,40
29,57,15,13,41,61,39,40
32,57,10,9,41,0,39,40
42,63,14,10,41,16,39,60
51,57,14,10,41,16,39,40
75,37,10,9,11,0,19,20
44,57,10,9,11,0,19,40
23,57,15,13,44,0,39,30
33,57,11,15,41,16,39,65
62,63,13,11,41,16,39,50
43,64,10,9,44,9,39,35
56,63,10,9,41,61,39,50
26,57,5,4,44,38,39,48
34,57,14,10,44,61,39,30
41,57,5,4,41,9,39,40
60,57,15,13,41,16,39,45
38,57,10,9,11,16,39,40
46,57,10,9,11,16,19,60
60,57,14,10,11,0,19,40
20,57,10,9,44,61,19,35
28,57,5,4,65,25,39,40
24,57,15,13,44,16,19,50
56,37,14,10,11,59,39,48
45,57,10,9,41,59,39,40
44,57,7,6,44,17,39,35
24,57,10,9,11,16,19,45
44,57,13,11,41,9,39,40
46,57,10,9,42,49,39,35
33,37,10,9,77,49,19,40
42,57,8,7,41,49,19,40
20,57,10,9,44,49,39,25
36,57,10,9,41,38,39,50
46,57,15,13,41,59,39,40
20,57,14,10,44,61,39,20
42,37,16,14,11,58,19,45
36,57,14,10,11,25,39,40
24,57,2,2,44,25,39,55
37,57,14,10,11,49,39,47
17,57,8,7,44,25,39,15
37,57,6,5,41,71,39,40
29,64,10,9,44,71,39,45
29,57,15,13,41,69,39,40
20,57,14,10,44,0,19,20
51,57,15,13,41,58,39,50
47,57,12,12,41,58,39,40
39,67,15,13,41,58,39,45
73,57,10,9,11,49,19,20
61,64,10,9,41,16,39,40
28,57,15,13,44,61,39,40
31,57,10,9,44,49,19,56
30,57,10,9,44,16,19,35
31,57,10,9,44,61,19,40
24,57,15,13,44,61,39,40
44,64,10,9,41,58,19,40
30,37,5,4,41,71,39,40
57,37,10,9,11,0,19,40
56,57,10,9,41,71,39,60
42,57,14,10,41,16,19,40
51,57,10,9,11,0,19,43
50,57,15,13,11,16,39,55
46,57,15,13,41,61,39,40
22,57,13,11,41,38,39,40
26,57,14,10,44,0,19,25
36,57,10,9,11,9,39,40
70,63,6,5,11,61,39,45
56,64,8,7,41,9,39,20
24,57,14,10,44,49,19,25
43,64,6,5,41,9,39,40
36,57,17,16,41,58,39,50
48,67,16,14,11,58,19,40
49,37,16,14,65,58,19,50
27,57,10,9,41,9,39,40
25,57,14,10,44,71,39,50
43,57,10,9,41,0,39,40
30,67,10,9,65,0,19,40
49,57,10,9,77,69,39,40
38,57,6,5,42,25,39,40
43,57,10,9,41,9,39,44
43,57,12,12,41,16,39,45
33,18,10,9,41,0,39,40
65,57,15,13,41,61,39,15
24,63,15,13,44,16,39,40
24,57,10,9,11,49,19,40
32,57,12,12,41,58,39,45
62,57,15,13,41,58,39,50
35,57,15,13,44,49,19,45
40,57,5,4,11,17,19,40
32,57,14,10,44,61,19,40
45,57,10,9,77,0,19,35
40,64,10,9,41,17,39,50
21,57,10,9,44,38,39,40
28,64,13,11,41,9,39,45
39,57,15,13,11,16,39,55
68,64,8,7,44,17,39,20
53,57,10,9,41,0,19,32
19,57,10,9,44,9,39,40
53,57,16,14,41,58,39,40
42,57,14,10,41,61,39,50
66,57,12,12,11,0,19,40
17,57,7,6,44,25,39,20
26,37,14,10,44,59,39,40
35,57,10,9,41,9,39,40
57,57,10,9,41,61,39,40
31,57,15,13,41,61,39,55
27,57,10,9,44,49,19,40
39,57,15,13,41,25,19,40
26,57,10,9,77,71,39,40
23,57,14,10,44,0,39,40
43,63,15,13,11,17,39,35
48,57,10,9,11,25,19,40
50,57,10,9,41,9,39,40
65,57,8,7,41,25,39,20
73,63,10,9,41,61,39,20
30,37,10,9,41,59,39,40
21,57,14,10,44,0,19,20
54,67,10,9,77,16,19,40
44,57,6,5,41,38,39,40
27,64,14,10,41,17,39,50
56,57,14,10,41,38,39,40
38,57,12,12,41,16,39,40
28,57,10,9,44,49,39,30
17,37,8,7,44,0,19,15
33,57,14,10,65,16,19,40
49,57,10,9,11,0,39,32
36,57,15,13,44,58,19,32
47,64,17,16,41,58,39,35
31,57,10,9,44,49,39,40
39,57,15,13,41,16,39,50
19,57,10,9,44,0,39,30
43,57,14,10,41,16,39,55
35,57,14,10,41,61,39,55
51,57,15,13,41,58,39,50
28,67,16,14,41,16,19,40
49,57,14,10,11,38,19,35
30,57,10,9,44,71,39,40
23,57,15,13,44,49,39,35
30,57,15,13,44,16,39,55
36,57,13,11,11,9,39,40
26,57,15,13,44,49,39,40
35,57,10,9,44,71,39,72
43,57,14,10,41,9,39,60
26,57,10,9,41,9,39,45
38,57,10,9,11,9,39,40
26,57,12,12,44,61,39,40
45,57,15,13,44,58,39,40
45,57,14,10,41,0,19,40
24,57,10,9,44,61,39,45
29,57,10,9,44,9,39,50
40,57,10,9,44,9,39,28
20,57,10,9,44,25,39,40
21,57,14,10,44,49,39,20
35,57,10,9,41,38,39,40
43,57,2,2,77,58,19,21
28,57,14,10,11,0,19,40
54,64,15,13,41,16,39,40
53,57,14,10,41,61,39,40
61,18,14,10,41,16,39,40
18,57,9,8,44,9,39,10
33,57,15,13,41,16,39,45
55,57,6,5,41,69,19,23
27,57,14,10,44,0,19,39
18,57,14,10,44,49,39,30
32,57,5,4,41,9,39,40
58,63,15,13,41,16,39,45
20,57,14,10,44,61,19,30
46,57,15,13,11,58,39,40
66,57,15,13,11,58,19,8
46,57,15,13,44,58,39,60
44,57,14,10,77,16,19,40
21,57,13,11,44,71,39,40
45,57,3,3,11,71,39,40
46,57,6,5,11,16,19,40
27,18,14,10,41,69,39,40
42,37,16,14,41,58,39,55
18,57,10,9,44,38,39,20
22,57,14,10,44,61,39,30
45,57,16,14,41,16,39,50
41,57,10,9,44,9,39,54
41,57,14,10,44,9,39,50
35,57,15,13,11,49,19,40
26,67,15,13,44,0,19,80
55,57,10,9,11,61,19,40
42,57,13,11,11,69,19,40
61,57,11,15,41,16,39,20
27,63,10,9,44,9,39,50
23,37,15,13,44,58,39,40
37,64,14,10,44,58,39,40
21,57,10,9,44,49,39,40
59,57,10,9,65,49,19,40
46,57,10,9,11,58,19,40
55,57,14,10,41,71,39,6
54,37,15,13,41,16,39,40
51,57,6,5,41,61,39,40
61,57,5,4,41,38,39,40
30,63,10,9,11,0,19,40
23,57,14,10,44,49,19,20
61,18,11,15,41,58,39,50
35,63,14,10,41,61,39,50
19,57,14,10,44,0,19,20
31,57,14,10,41,71,39,50
29,57,13,11,11,16,19,40
50,57,14,10,44,17,39,40
41,64,10,9,41,16,39,38
51,57,16,14,41,61,39,40
29,57,10,9,41,49,19,40
33,57,15,13,44,61,39,45
31,57,13,11,41,25,39,45
34,57,14,10,41,16,39,50
45,57,14,10,41,61,39,40
43,67,11,15,41,58,39,50
62,57,15,13,77,69,19,7
44,57,2,2,44,49,39,10
44,18,16,14,44,58,19,40
46,57,10,9,44,25,39,17
38,57,10,9,41,9,39,45
36,57,15,13,11,25,39,30
18,57,10,9,44,0,19,40
58,64,5,4,41,71,39,40
40,57,10,9,41,71,39,40
56,57,15,13,41,69,39,48
34,57,16,14,41,58,19,40
17,57,8,7,44,61,19,18
37,57,13,11,65,58,19,38
51,57,13,11,41,58,39,40
46,18,14,10,41,16,39,40
33,57,10,9,11,25,39,20
53,57,8,7,41,9,39,40
46,57,10,9,41,16,39,45
42,18,10,9,41,69,39,30
23,57,10,9,44,69,39,50
53,18,15,13,41,58,39,40
53,57,16,14,41,0,19,40
31,57,14,10,44,16,39,40
38,57,14,10,41,49,19,40
61,57,5,4,41,71,39,40
57,64,10,9,77,9,39,55
52,57,10,9,11,38,19,38
32,57,15,13,41,58,39,40
35,57,16,14,41,16,39,45
55,37,15,13,77,58,19,40
19,57,14,10,44,49,39,12
50,57,16,14,41,58,19,40
45,67,14,10,41,0,19,40
31,57,8,7,41,9,39,40
25,57,12,12,11,0,19,45
48,57,13,11,44,0,39,40
59,57,16,14,41,16,39,40
32,57,14,10,41,16,39,50
18,57,8,7,44,49,19,12
27,57,2,2,44,9,39,40
23,57,10,9,44,9,39,40
60,57,15,13,11,16,39,60
60,64,5,4,41,71,39,40
44,37,12,12,11,69,39,40
30,57,14,10,41,71,39,56
59,57,14,10,41,9,39,40
42,63,9,8,11,9,39,10
47,57,5,4,11,25,39,40
47,57,14,10,41,16,39,40
25,57,15,13,44,16,19,40
63,57,15,13,44,0,39,40
43,57,14,10,44,25,39,40
36,57,10,9,41,38,39,85
33,57,10,9,41,49,19,25
40,57,10,9,11,0,19,30
23,57,14,10,44,38,19,40
27,57,15,13,44,69,19,40
26,57,15,13,44,0,19,40
25,57,15,13,44,16,39,35
57,57,5,4,41,9,39,40
32,18,13,11,44,58,39,40
23,57,15,13,44,69,19,40
43,64,10,9,41,17,39,50
23,57,8,7,41,38,39,40
26,37,10,9,41,9,39,40
60,64,13,11,41,71,19,15
22,57,10,9,44,0,19,40
34,57,14,10,41,0,39,40
50,37,14,10,41,59,39,48
44,63,10,9,41,49,39,48
19,57,9,8,44,71,39,15
51,37,17,16,11,16,19,45
37,57,10,9,44,61,39,44
59,57,16,14,41,58,39,55
43,57,10,9,41,9,39,40
27,57,8,7,65,17,39,40
25,57,14,10,44,49,19,34
23,57,10,9,41,49,39,40
36,57,10,9,65,61,19,40
23,57,14,10,44,0,19,40
23,57,9,8,41,9,39,40
31,57,14,10,77,0,19,40
62,57,3,3,41,17,39,40
29,37,10,9,44,49,39,20
31,57,15,13,41,58,39,40
22,57,10,9,41,9,39,40
17,63,7,6,44,61,39,15
54,57,14,10,41,58,39,40
34,57,15,13,41,16,39,50
67,37,15,13,41,58,39,10
26,57,10,9,44,61,39,40
50,18,14,10,41,16,39,40
32,57,14,10,41,71,39,60
29,57,15,13,44,16,19,40
25,57,14,10,44,0,19,50
50,57,10,9,11,0,19,40
25,57,15,13,41,16,39,40
24,57,10,9,44,38,39,40
60,37,8,7,41,71,39,20
42,37,15,13,65,16,39,45
25,57,10,9,44,9,39,40
50,37,15,13,65,58,39,40
27,57,10,9,41,38,39,40
29,57,10,9,11,38,39,40
33,57,13,11,44,16,39,55
46,57,16,14,41,16,39,50
58,57,14,10,41,49,19,30
18,57,8,7,44,25,39,20
38,57,10,9,11,9,39,50
42,57,15,13,65,49,39,50
61,57,6,5,11,61,39,25
77,57,10,9,41,49,39,25
54,64,11,15,41,58,39,30
65,57,14,10,77,0,19,40
34,57,10,9,41,71,39,52
31,57,13,11,11,69,19,40
44,18,14,10,11,16,39,60
42,67,16,14,11,16,39,45
20,57,10,9,44,49,39,40
35,57,5,4,41,25,39,40
37,57,10,9,44,38,39,40
41,64,11,15,41,58,39,50
45,63,15,13,41,16,39,51
34,57,10,9,41,71,39,45
49,37,15,13,44,58,19,50
44,57,14,10,11,38,39,58
31,64,16,14,44,58,39,45
67,57,10,9,11,61,19,20
44,67,16,14,41,58,39,60
50,57,10,9,41,71,39,50
27,57,11,15,44,58,19,65
63,57,10,9,77,0,19,40
45,18,10,9,41,9,39,40
61,57,6,5,41,38,39,40
36,37,13,11,44,58,19,40
31,57,10,9,44,49,19,30
18,57,14,10,44,49,39,40
66,57,5,4,77,49,19,20
31,57,10,9,44,25,19,35
34,37,15,13,42,58,19,40
19,57,14,10,44,49,19,15
66,57,10,9,44,0,19,40
30,57,6,5,41,49,39,40
43,57,14,10,42,61,39,45
66,64,14,10,44,61,19,20
33,57,14,10,41,38,39,40
57,57,15,13,41,58,39,40
39,57,7,6,11,71,39,40
33,57,10,9,41,16,39,40
42,37,15,13,65,58,39,40
38,57,15,13,41,69,39,40
71,57,10,9,77,61,19,16
45,63,10,9,41,61,39,50
23,57,14,10,44,49,19,25
62,37,10,9,11,71,39,40
45,64,13,11,41,17,39,60
32,57,13,11,41,69,39,40
